id,main_term,match_ontology,match_term,pubmed_data,pubmed_id,sent_id,journal,impactfactor
19503,ATMIN,ionradiation,"Radiation, Ionizing",2007,17525732,17525732_5,"The EMBO journal",10.434
19504,ATMIN,ionradiation,"Radiation, Ionizing",2008,19001856,19001856_8,"Cell cycle (Georgetown, Tex.)",0
19505,ATMIN,ionradiation,"Radiation, Ionizing",2014,25092319,25092319_1,"Proceedings of the National Academy of Sciences of the United States of America",9.674
19506,ATMIN,ionradiation,"Radiation, Ionizing",2014,25092319,25092319_2,"Proceedings of the National Academy of Sciences of the United States of America",9.674
13835,ATN1,ionradiation,"Beta Particle",1994,8007659,8007659_13,"Laboratory animal science",0
13836,ATN1,ionradiation,"Gamma Ray",2000,11096425,11096425_9,"Radiation research",2.911
13837,ATN1,ionradiation,"Gamma Ray",2011,21911158,21911158_6,"Transplantation proceedings",0.982
11415,ATOH1,ionradiation,"Radiation, Ionizing",2007,17705638,17705638_2,"Radiation research",2.911
19564,ATP2B1,ionradiation,"Gamma Ray",1976,131328,131328_1,"Physiologie (Bucarest)",0
13770,ATP6AP1,ionradiation,"Gamma Ray",2012,22407898,22407898_4,Arzneimittel-Forschung,0.701
13768,ATP6AP1,ionradiation,"Gamma Ray",1997,9547643,9547643_12,"Advances in experimental medicine and biology",1.958
13769,ATP6AP1,ionradiation,"Gamma Ray",1997,9547643,9547643_7,"Advances in experimental medicine and biology",1.958
13766,ATP6AP1,ionradiation,"Radiation, Ionizing",2004,15126391,15126391_6,Genetics,5.963
13767,ATP6AP1,ionradiation,"Radiation, Ionizing",1991,1991121,1991121_3,Biochemistry,3.015
15907,ATP6V0A4,ionradiation,"Gamma Ray",2015,26425897,26425897_12,"Health physics",1.271
12387,ATP7A,ionradiation,"Alpha Particle",1994,8052693,8052693_2,"Radiation research",2.911
12386,ATP7A,ionradiation,"Alpha Particle",1994,8198960,8198960_2,"British journal of cancer",4.836
12385,ATP7A,ionradiation,"Beta Particle",2014,24460937,24460937_9,"Biochemistry. Biokhimiia",1.303
12388,ATP7A,ionradiation,"Gamma Ray",2003,12729751,12729751_6,"Journal of molecular biology",4.333
12384,ATP7A,ionradiation,"Radiation, Ionizing",2009,19932942,19932942_4,"International journal of radiation oncology, biology, physics",4.258
1725,ATP7B,ionradiation,"Radiation, Ionizing",2000,10856972,10856972_6,"Radiation research",2.911
9077,ATP8A2,ionradiation,"Beta Particle",1999,10490680,10490680_1,"Journal of biomedical materials research",0
9078,ATP8A2,ionradiation,"Beta Particle",2006,16647293,16647293_7,"Biochimica et biophysica acta",0
9080,ATP8A2,ionradiation,"Gamma Ray",1999,10601575,10601575_1,"International journal of molecular medicine",2.088
9083,ATP8A2,ionradiation,"Gamma Ray",1976,131328,131328_2,"Physiologie (Bucarest)",0
9100,ATP8A2,ionradiation,"Gamma Ray",1962,13895178,13895178_1,"Archives of biochemistry and biophysics",3.017
9088,ATP8A2,ionradiation,"Gamma Ray",1962,13924218,13924218_1,"Radiation research",2.911
9109,ATP8A2,ionradiation,"Gamma Ray",1992,1465447,1465447_4,"Proceedings of the National Academy of Sciences of the United States of America",9.674
9095,ATP8A2,ionradiation,"Gamma Ray",2005,16355828,16355828_1,"Journal of food protection",1.849
9087,ATP8A2,ionradiation,"Gamma Ray",2005,16355828,16355828_2,"Journal of food protection",1.849
9096,ATP8A2,ionradiation,"Gamma Ray",1991,1647155,1647155_2,"Archiv fur Tierernahrung",0
9105,ATP8A2,ionradiation,"Gamma Ray",1989,16666782,16666782_3,"Plant physiology",6.841
9112,ATP8A2,ionradiation,"Gamma Ray",2006,17186665,17186665_1,"Journal of food protection",1.849
9091,ATP8A2,ionradiation,"Gamma Ray",2006,17186665,17186665_2,"Journal of food protection",1.849
9103,ATP8A2,ionradiation,"Gamma Ray",1991,1786971,1786971_2,"Indian journal of biochemistry &amp; biophysics",0.871
9097,ATP8A2,ionradiation,"Gamma Ray",2009,20015337,20015337_3,"FEMS microbiology letters",2.121
9093,ATP8A2,ionradiation,"Gamma Ray",2010,20199215,20199215_6,"Radiation research",2.911
9111,ATP8A2,ionradiation,"Gamma Ray",2010,20492121,20492121_1,"Journal of food science",1.696
9092,ATP8A2,ionradiation,"Gamma Ray",1978,214144,214144_1,"Biochimica et biophysica acta",0
9082,ATP8A2,ionradiation,"Gamma Ray",1978,214144,214144_2,"Biochimica et biophysica acta",0
9106,ATP8A2,ionradiation,"Gamma Ray",2011,21763420,21763420_1,"Free radical biology &amp; medicine",5.736
9084,ATP8A2,ionradiation,"Gamma Ray",2011,21763420,21763420_11,"Free radical biology &amp; medicine",5.736
9108,ATP8A2,ionradiation,"Gamma Ray",2011,21763420,21763420_4,"Free radical biology &amp; medicine",5.736
9104,ATP8A2,ionradiation,"Gamma Ray",2011,21763420,21763420_6,"Free radical biology &amp; medicine",5.736
9101,ATP8A2,ionradiation,"Gamma Ray",2011,21763420,21763420_7,"Free radical biology &amp; medicine",5.736
9099,ATP8A2,ionradiation,"Gamma Ray",2011,21944206,21944206_1,"Fungal biology",2.342
9094,ATP8A2,ionradiation,"Gamma Ray",2011,21944206,21944206_3,"Fungal biology",2.342
9090,ATP8A2,ionradiation,"Gamma Ray",2011,21944206,21944206_4,"Fungal biology",2.342
9085,ATP8A2,ionradiation,"Gamma Ray",2011,21944206,21944206_7,"Fungal biology",2.342
9110,ATP8A2,ionradiation,"Gamma Ray",2013,23280012,23280012_11,"Mutation research",3.68
9102,ATP8A2,ionradiation,"Gamma Ray",2014,24418705,24418705_2,"The Journal of toxicological sciences",1.292
9098,ATP8A2,ionradiation,"Gamma Ray",1989,2522060,2522060_3,"FEBS letters",3.169
9081,ATP8A2,ionradiation,"Gamma Ray",2014,25271263,25271263_4,"Journal of radiation research",1.797
9107,ATP8A2,ionradiation,"Gamma Ray",1985,2999862,2999862_1,"Radiation research",2.911
9089,ATP8A2,ionradiation,"Gamma Ray",1985,2999862,2999862_2,"Radiation research",2.911
9079,ATP8A2,ionradiation,"Gamma Ray",1985,2999862,2999862_5,"Radiation research",2.911
9086,ATP8A2,ionradiation,"Gamma Ray",1985,3855570,3855570_2,"Radiation research",2.911
9114,ATP8A2,ionradiation,"Gamma Ray",1973,4795116,4795116_1,"Radiobiologia, radiotherapia",0
9113,ATP8A2,ionradiation,"Gamma Ray",1966,5938774,5938774_1,"Radiation research",2.911
9054,ATP8A2,ionradiation,"Radiation, Ionizing",2000,10856972,10856972_6,"Radiation research",2.911
9059,ATP8A2,ionradiation,"Radiation, Ionizing",1996,11538989,11538989_7,"Advances in space research : the official journal of the Committee on Space Research (COSPAR)",1.358
9056,ATP8A2,ionradiation,"Radiation, Ionizing",2001,11593535,11593535_9,"Chinese medical journal",1.053
9055,ATP8A2,ionradiation,"Radiation, Ionizing",2003,12539782,12539782_9,"Advances in space research : the official journal of the Committee on Space Research (COSPAR)",1.358
9063,ATP8A2,ionradiation,"Radiation, Ionizing",2003,14583494,14583494_19,"Cancer research",9.329
9070,ATP8A2,ionradiation,"Radiation, Ionizing",2004,15016661,15016661_8,Carcinogenesis,5.334
9064,ATP8A2,ionradiation,"Radiation, Ionizing",2004,15203198,15203198_10,"Free radical biology &amp; medicine",5.736
9058,ATP8A2,ionradiation,"Radiation, Ionizing",2005,15744081,15744081_2,"Biological &amp; pharmaceutical bulletin",1.828
9060,ATP8A2,ionradiation,"Radiation, Ionizing",2005,15771432,15771432_6,"Journal of medicinal chemistry",5.447
9062,ATP8A2,ionradiation,"Radiation, Ionizing",2005,16002045,16002045_9,"Biochemical and biophysical research communications",2.297
9061,ATP8A2,ionradiation,"Radiation, Ionizing",2005,16298862,16298862_8,"Free radical research",0
9075,ATP8A2,ionradiation,"Radiation, Ionizing",2006,17030607,17030607_4,"Molecular and cellular biology",4.777
9069,ATP8A2,ionradiation,"Radiation, Ionizing",2007,17764803,17764803_9,Biochimie,2.963
9066,ATP8A2,ionradiation,"Radiation, Ionizing",2009,19428369,19428369_1,"Mutation research",3.68
9068,ATP8A2,ionradiation,"Radiation, Ionizing",2009,19854240,19854240_13,"Biochimica et biophysica acta",0
9076,ATP8A2,ionradiation,"Radiation, Ionizing",1990,2204791,2204791_2,"Medical hypotheses",1.074
9074,ATP8A2,ionradiation,"Radiation, Ionizing",2012,22843031,22843031_1,"Oncology reports",2.301
9071,ATP8A2,ionradiation,"Radiation, Ionizing",2013,23280012,23280012_11,"Mutation research",3.68
9073,ATP8A2,ionradiation,"Radiation, Ionizing",1985,3840843,3840843_2,"Journal of reproduction and fertility",0
9072,ATP8A2,ionradiation,"Radiation, Ionizing",1983,6137463,6137463_2,"International journal of radiation biology and related studies in physics, chemistry, and medicine",0
9065,ATP8A2,ionradiation,"Radiation, Ionizing",1997,9399698,9399698_13,"Radiation research",2.911
9067,ATP8A2,ionradiation,"Radiation, Ionizing",1998,9796440,9796440_8,"Photochemistry and photobiology",2.266
9057,ATP8A2,ionradiation,"Radiation, Ionizing",1998,9845843,9845843_2,"Journal of biomedical science",2.763
4789,ATPIF1,ionradiation,"Radiation, Ionizing",1984,6713537,6713537_6,"Catheterization and cardiovascular diagnosis",0
1303,ATR,ionradiation,"Gamma Ray",1999,10490641,10490641_3,"Molecular and cellular biology",4.777
1302,ATR,ionradiation,"Gamma Ray",2000,11016625,11016625_4,"Cancer research",9.329
1307,ATR,ionradiation,"Gamma Ray",2004,15075397,15075397_5,"The Plant cell",9.338
1305,ATR,ionradiation,"Gamma Ray",2005,16371129,16371129_5,"Genes to cells : devoted to molecular &amp; cellular mechanisms",2.805
1308,ATR,ionradiation,"Gamma Ray",2008,18510930,18510930_6,Cell,32.242
1306,ATR,ionradiation,"Gamma Ray",2009,19896956,19896956_3,"Mutation research",3.68
1300,ATR,ionradiation,"Gamma Ray",2010,20205745,20205745_6,"BMC molecular biology",2.194
1304,ATR,ionradiation,"Gamma Ray",2010,20449687,20449687_5,"Applied biochemistry and biotechnology",1.735
1296,ATR,ionradiation,"Gamma Ray",2010,20876831,20876831_4,"The Plant cell",9.338
1298,ATR,ionradiation,"Gamma Ray",2013,24012676,24012676_2,"Biochemical and biophysical research communications",2.297
1297,ATR,ionradiation,"Gamma Ray",2013,24238855,24238855_8,"DNA repair",0
1301,ATR,ionradiation,"Gamma Ray",2015,25555839,25555839_8,"International journal of biological macromolecules",2.858
1299,ATR,ionradiation,"Gamma Ray",2015,26286029,26286029_6,"Radiation oncology (London, England)",2.546
1294,ATR,ionradiation,"Radiation, Ionizing",1999,10570149,10570149_4,"Proceedings of the National Academy of Sciences of the United States of America",9.674
1237,ATR,ionradiation,"Radiation, Ionizing",2001,11598186,11598186_5,"Molecular biology of the cell",4.466
1242,ATR,ionradiation,"Radiation, Ionizing",2001,11598186,11598186_8,"Molecular biology of the cell",4.466
1277,ATR,ionradiation,"Radiation, Ionizing",2001,11687627,11687627_7,"Proceedings of the National Academy of Sciences of the United States of America",9.674
1288,ATR,ionradiation,"Radiation, Ionizing",2002,11927575,11927575_2,"The Journal of biological chemistry",4.573
1280,ATR,ionradiation,"Radiation, Ionizing",2003,12588868,12588868_4,"The Journal of biological chemistry",4.573
1245,ATR,ionradiation,"Radiation, Ionizing",2003,12600245,12600245_2,"Radiation research",2.911
1270,ATR,ionradiation,"Radiation, Ionizing",2003,12629044,12629044_2,"Genes &amp; development",10.798
1272,ATR,ionradiation,"Radiation, Ionizing",2003,12814551,12814551_1,"Current biology : CB",9.571
1241,ATR,ionradiation,"Radiation, Ionizing",2003,12814551,12814551_6,"Current biology : CB",9.571
1275,ATR,ionradiation,"Radiation, Ionizing",2003,12847089,12847089_5,"The Journal of biological chemistry",4.573
1291,ATR,ionradiation,"Radiation, Ionizing",2003,12847089,12847089_8,"The Journal of biological chemistry",4.573
1271,ATR,ionradiation,"Radiation, Ionizing",2003,14643431,14643431_3,"Mutation research",3.68
1273,ATR,ionradiation,"Radiation, Ionizing",2004,14711410,14711410_6,"Current biology : CB",9.571
1229,ATR,ionradiation,"Radiation, Ionizing",2004,14744637,14744637_8,"Free radical biology &amp; medicine",5.736
1231,ATR,ionradiation,"Radiation, Ionizing",2004,15060176,15060176_2,"Nucleic acids research",9.112
1254,ATR,ionradiation,"Radiation, Ionizing",2004,15279800,15279800_2,"DNA repair",0
1292,ATR,ionradiation,"Radiation, Ionizing",2004,15466211,15466211_3,"Cancer research",9.329
1228,ATR,ionradiation,"Radiation, Ionizing",2005,15668230,15668230_14,"The Journal of biological chemistry",4.573
1248,ATR,ionradiation,"Radiation, Ionizing",2005,15696190,15696190_9,"Laboratory investigation; a journal of technical methods and pathology",3.676
1269,ATR,ionradiation,"Radiation, Ionizing",2005,15772150,15772150_5,"Molecular biology of the cell",4.466
1290,ATR,ionradiation,"Radiation, Ionizing",2005,15965469,15965469_3,"Nature cell biology",19.679
1238,ATR,ionradiation,"Radiation, Ionizing",2005,15987455,15987455_4,"Breast cancer research : BCR",0
1264,ATR,ionradiation,"Radiation, Ionizing",2005,16293623,16293623_5,"The Journal of biological chemistry",4.573
1256,ATR,ionradiation,"Radiation, Ionizing",2005,16319925,16319925_4,"The EMBO journal",10.434
1283,ATR,ionradiation,"Radiation, Ionizing",2006,16431910,16431910_1,"The Journal of biological chemistry",4.573
1240,ATR,ionradiation,"Radiation, Ionizing",2006,16431910,16431910_4,"The Journal of biological chemistry",4.573
1266,ATR,ionradiation,"Radiation, Ionizing",2006,16461339,16461339_6,"The Journal of experimental medicine",12.515
1246,ATR,ionradiation,"Radiation, Ionizing",2006,16474843,16474843_1,Oncogene,8.459
1255,ATR,ionradiation,"Radiation, Ionizing",2006,16474843,16474843_3,Oncogene,8.459
1274,ATR,ionradiation,"Radiation, Ionizing",2006,16712457,16712457_2,"Current cancer drug targets",3.522
1286,ATR,ionradiation,"Radiation, Ionizing",2006,16741947,16741947_5,"Journal of cellular physiology",3.839
1281,ATR,ionradiation,"Radiation, Ionizing",2006,16759429,16759429_1,"Cell division",3.526
1243,ATR,ionradiation,"Radiation, Ionizing",2006,16827800,16827800_9,"Cancer science",3.523
1247,ATR,ionradiation,"Radiation, Ionizing",2006,16943440,16943440_4,"Molecular and cellular biology",4.777
1287,ATR,ionradiation,"Radiation, Ionizing",2006,16945145,16945145_3,"Cell division",3.526
1234,ATR,ionradiation,"Radiation, Ionizing",2006,17043640,17043640_1,Oncogene,8.459
1249,ATR,ionradiation,"Radiation, Ionizing",2006,17124492,17124492_4,"The EMBO journal",10.434
1267,ATR,ionradiation,"Radiation, Ionizing",2007,17227549,17227549_1,"The Plant journal : for cell and molecular biology",5.972
1289,ATR,ionradiation,"Radiation, Ionizing",2007,17227549,17227549_5,"The Plant journal : for cell and molecular biology",5.972
1276,ATR,ionradiation,"Radiation, Ionizing",2007,17272272,17272272_7,"The Journal of biological chemistry",4.573
1230,ATR,ionradiation,"Radiation, Ionizing",2007,17272272,17272272_8,"The Journal of biological chemistry",4.573
1261,ATR,ionradiation,"Radiation, Ionizing",2007,17457056,17457056_5,"Cell cycle (Georgetown, Tex.)",0
1244,ATR,ionradiation,"Radiation, Ionizing",2007,17671432,17671432_6,"Cell cycle (Georgetown, Tex.)",0
1253,ATR,ionradiation,"Radiation, Ionizing",2008,18367668,18367668_6,"Proceedings of the National Academy of Sciences of the United States of America",9.674
1236,ATR,ionradiation,"Radiation, Ionizing",2008,18505846,18505846_7,"Proceedings of the National Academy of Sciences of the United States of America",9.674
1295,ATR,ionradiation,"Radiation, Ionizing",2008,18985806,18985806_4,"World journal of gastroenterology",2.369
1285,ATR,ionradiation,"Radiation, Ionizing",2009,19477925,19477925_4,"Molecular biology of the cell",4.466
1225,ATR,ionradiation,"Radiation, Ionizing",2009,19549833,19549833_5,"Proceedings of the National Academy of Sciences of the United States of America",9.674
1282,ATR,ionradiation,"Radiation, Ionizing",2009,19619158,19619158_6,"The Plant journal : for cell and molecular biology",5.972
1293,ATR,ionradiation,"Radiation, Ionizing",2009,19619158,19619158_7,"The Plant journal : for cell and molecular biology",5.972
1232,ATR,ionradiation,"Radiation, Ionizing",2010,20427275,20427275_10,"The Journal of biological chemistry",4.573
1258,ATR,ionradiation,"Radiation, Ionizing",2010,20679485,20679485_3,"Molecular and cellular biology",4.777
1226,ATR,ionradiation,"Radiation, Ionizing",2011,21294646,21294646_2,"DNA and cell biology",2.055
1259,ATR,ionradiation,"Radiation, Ionizing",2011,21413798,21413798_9,"Journal of medicinal chemistry",5.447
1257,ATR,ionradiation,"Radiation, Ionizing",2011,21490603,21490603_3,"Nature chemical biology",12.996
1260,ATR,ionradiation,"Radiation, Ionizing",2011,22123827,22123827_4,"The Journal of biological chemistry",4.573
1250,ATR,ionradiation,"Radiation, Ionizing",2012,22319212,22319212_4,"Nucleic acids research",9.112
1235,ATR,ionradiation,"Radiation, Ionizing",2012,22733999,22733999_5,"The Journal of cell biology",9.834
1251,ATR,ionradiation,"Radiation, Ionizing",2013,24038466,24038466_1,"Nucleic acids research",9.112
1262,ATR,ionradiation,"Radiation, Ionizing",2013,24038466,24038466_4,"Nucleic acids research",9.112
1265,ATR,ionradiation,"Radiation, Ionizing",2013,24142626,24142626_12,"Genes, chromosomes &amp; cancer",4.041
1263,ATR,ionradiation,"Radiation, Ionizing",2013,24142626,24142626_3,"Genes, chromosomes &amp; cancer",4.041
1268,ATR,ionradiation,"Radiation, Ionizing",2013,24238855,24238855_2,"DNA repair",0
1284,ATR,ionradiation,"Radiation, Ionizing",2014,24512718,24512718_13,"Radiation oncology (London, England)",2.546
1227,ATR,ionradiation,"Radiation, Ionizing",2014,25483091,25483091_1,"Cell cycle (Georgetown, Tex.)",0
1239,ATR,ionradiation,"Radiation, Ionizing",2014,25483091,25483091_5,"Cell cycle (Georgetown, Tex.)",0
1279,ATR,ionradiation,"Radiation, Ionizing",2015,25560806,25560806_4,"Gynecologic oncology",3.774
1278,ATR,ionradiation,"Radiation, Ionizing",1996,8986766,8986766_9,"Proceedings of the National Academy of Sciences of the United States of America",9.674
1233,ATR,ionradiation,"Radiation, Ionizing",1998,9427750,9427750_3,"The EMBO journal",10.434
1252,ATR,ionradiation,"Radiation, Ionizing",1998,9636169,9636169_1,"Proceedings of the National Academy of Sciences of the United States of America",9.674
19650,ATRN,ionradiation,"Gamma Ray",2013,23910326,23910326_2,"Materials science &amp; engineering. C, Materials for biological applications",3.088
10867,ATRX,ionradiation,"Alpha Particle",2010,20681789,20681789_5,"Radiation research",2.911
10868,ATRX,ionradiation,"Alpha Particle",1984,6365139,6365139_2,"The British journal of cancer. Supplement",0
10871,ATRX,ionradiation,"Gamma Ray",2002,12192033,12192033_6,"Molecular and cellular biology",4.777
10869,ATRX,ionradiation,"Gamma Ray",2003,12871899,12871899_5,Genetics,5.963
10870,ATRX,ionradiation,"Gamma Ray",2006,16997331,16997331_8,"Mutation research",3.68
10873,ATRX,ionradiation,"Gamma Ray",2008,18797158,18797158_5,"Journal of radiation research",1.797
10875,ATRX,ionradiation,"Gamma Ray",1986,3531058,3531058_7,"International journal of radiation biology and related studies in physics, chemistry, and medicine",0
10872,ATRX,ionradiation,"Gamma Ray",1985,3883395,3883395_4,"Radiation and environmental biophysics",1.528
10874,ATRX,ionradiation,"Gamma Ray",1998,9736627,9736627_6,"The EMBO journal",10.434
10856,ATRX,ionradiation,"Radiation, Ionizing",1999,10209103,10209103_2,"Current biology : CB",9.571
10857,ATRX,ionradiation,"Radiation, Ionizing",1999,10449612,10449612_4,"International journal of cancer",5.085
10849,ATRX,ionradiation,"Radiation, Ionizing",2000,10747037,10747037_4,"The EMBO journal",10.434
10858,ATRX,ionradiation,"Radiation, Ionizing",2000,10747037,10747037_5,"The EMBO journal",10.434
10863,ATRX,ionradiation,"Radiation, Ionizing",2000,10747037,10747037_6,"The EMBO journal",10.434
10850,ATRX,ionradiation,"Radiation, Ionizing",2000,10851248,10851248_7,"The Journal of biological chemistry",4.573
10854,ATRX,ionradiation,"Radiation, Ionizing",2001,11289143,11289143_7,"Cancer research",9.329
10862,ATRX,ionradiation,"Radiation, Ionizing",2002,11805044,11805044_4,Genetics,5.963
10859,ATRX,ionradiation,"Radiation, Ionizing",2002,12456786,12456786_3,"Microbiology and molecular biology reviews : MMBR",14.611
10860,ATRX,ionradiation,"Radiation, Ionizing",2004,14711410,14711410_6,"Current biology : CB",9.571
10861,ATRX,ionradiation,"Radiation, Ionizing",2004,15568977,15568977_3,"Annual review of genetics",15.724
10853,ATRX,ionradiation,"Radiation, Ionizing",2005,15914205,15914205_1,"Mutation research",3.68
10855,ATRX,ionradiation,"Radiation, Ionizing",2005,16009599,16009599_10,"DNA repair",0
10852,ATRX,ionradiation,"Radiation, Ionizing",2006,16428451,16428451_6,"Molecular and cellular biology",4.777
10851,ATRX,ionradiation,"Radiation, Ionizing",2006,16629903,16629903_4,"Genes to cells : devoted to molecular &amp; cellular mechanisms",2.805
10864,ATRX,ionradiation,"Radiation, Ionizing",2012,22666344,22666344_2,"PloS one",3.234
10866,ATRX,ionradiation,"Radiation, Ionizing",2012,22666344,22666344_7,"PloS one",3.234
10865,ATRX,ionradiation,"Radiation, Ionizing",1997,9108475,9108475_1,Cell,32.242
8459,ATXN1,ionradiation,"Gamma Ray",2011,21836608,21836608_6,Leukemia,10.431
10104,ATXN2L,ionradiation,"Beta Particle",2014,24476415,24476415_1,"ACS applied materials &amp; interfaces",6.723
13907,ATXN3,ionradiation,"Gamma Ray",2006,16702239,16702239_2,"Radiation protection dosimetry",0.913
1557,AURKA,ionradiation,"Gamma Ray",1997,9339947,9339947_5,"Radiation research",2.911
13329,AVIL,ionradiation,"Radiation, Ionizing",2013,23783436,23783436_3,"Oncology reports",2.301
13330,AVIL,ionradiation,"Radiation, Ionizing",2013,23783436,23783436_5,"Oncology reports",2.301
10756,AVP,ionradiation,"Beta Particle",1991,1996346,1996346_2,"Proceedings of the National Academy of Sciences of the United States of America",9.674
15073,AVPR2,ionradiation,"Gamma Ray",2010,20636236,20636236_4,"International journal of radiation biology",1.687
2541,B2M,ionradiation,"Gamma Ray",1991,1649598,1649598_2,"The Biochemical journal",4.396
2540,B2M,ionradiation,"Gamma Ray",2014,25271263,25271263_4,"Journal of radiation research",1.797
2539,B2M,ionradiation,"Radiation, Ionizing",2007,17904413,17904413_12,"Mutation research",3.68
15506,B3GLCT,ionradiation,"Gamma Ray",1982,6980835,6980835_2,"Indian journal of physiology and pharmacology",0
10213,BAAT,ionradiation,"Radiation, Ionizing",2006,16452482,16452482_1,"The Journal of biological chemistry",4.573
13891,BABAM1,ionradiation,"Radiation, Ionizing",2009,19261746,19261746_5,"Genes &amp; development",10.798
13892,BABAM1,ionradiation,"Radiation, Ionizing",2009,19261749,19261749_3,"Genes &amp; development",10.798
1348,BACE2,ionradiation,"Radiation, Ionizing",2008,18505345,18505345_3,Neoplasma,1.865
12408,BAG1,ionradiation,"Gamma Ray",2005,15843891,15843891_10,"Apoptosis : an international journal on programmed cell death",3.685
12409,BAG1,ionradiation,"Gamma Ray",2005,15843891,15843891_11,"Apoptosis : an international journal on programmed cell death",3.685
12406,BAG1,ionradiation,"Gamma Ray",2005,15843891,15843891_8,"Apoptosis : an international journal on programmed cell death",3.685
12407,BAG1,ionradiation,"Gamma Ray",2005,16042572,16042572_6,"Biochemical Society transactions",3.194
2660,BAG3,ionradiation,"Alpha Particle",1992,1612957,1612957_2,"International journal of radiation oncology, biology, physics",4.258
2659,BAG3,ionradiation,"Alpha Particle",2014,24549120,24549120_2,"Dalton transactions (Cambridge, England : 2003)",4.197
2662,BAG3,ionradiation,"Alpha Particle",1985,4007129,4007129_2,Experientia,0
2663,BAG3,ionradiation,"Alpha Particle",1984,6504938,6504938_2,"Progress in clinical and biological research",0
2661,BAG3,ionradiation,"Alpha Particle",1983,6825808,6825808_2,Experientia,0
2666,BAG3,ionradiation,"Gamma Ray",1999,10505046,10505046_3,"European journal of cancer (Oxford, England : 1990)",5.417
2677,BAG3,ionradiation,"Gamma Ray",1999,10574611,10574611_4,"Journal of biomaterials science. Polymer edition",1.648
2678,BAG3,ionradiation,"Gamma Ray",1999,10597898,10597898_2,"Chemico-biological interactions",2.577
2675,BAG3,ionradiation,"Gamma Ray",1992,1421683,1421683_5,"The Annals of pharmacotherapy",2.059
2667,BAG3,ionradiation,"Gamma Ray",1991,2016716,2016716_2,"Journal of medicinal chemistry",5.447
2664,BAG3,ionradiation,"Gamma Ray",2011,21241250,21241250_6,"Cell biology international",1.933
2679,BAG3,ionradiation,"Gamma Ray",2006,21783704,21783704_1,"Environmental toxicology and pharmacology",2.084
2682,BAG3,ionradiation,"Gamma Ray",2013,23344964,23344964_2,"Dalton transactions (Cambridge, England : 2003)",4.197
2674,BAG3,ionradiation,"Gamma Ray",2013,23675989,23675989_2,"The journal of physical chemistry. B",0
2681,BAG3,ionradiation,"Gamma Ray",2014,24549120,24549120_4,"Dalton transactions (Cambridge, England : 2003)",4.197
2668,BAG3,ionradiation,"Gamma Ray",2014,24801055,24801055_2,"Physical chemistry chemical physics : PCCP",4.493
2676,BAG3,ionradiation,"Gamma Ray",2014,25002230,25002230_6,"Bioorganic &amp; medicinal chemistry",2.793
2683,BAG3,ionradiation,"Gamma Ray",2015,26457250,26457250_3,"BioImpacts : BI",0
2669,BAG3,ionradiation,"Gamma Ray",1988,2905543,2905543_3,"Teratogenesis, carcinogenesis, and mutagenesis",0
2673,BAG3,ionradiation,"Gamma Ray",1985,3860965,3860965_5,"Somatic cell and molecular genetics",0
2672,BAG3,ionradiation,"Gamma Ray",1983,6683966,6683966_2,"Biochemical and biophysical research communications",2.297
2670,BAG3,ionradiation,"Gamma Ray",1984,6692395,6692395_2,"Cancer research",9.329
2671,BAG3,ionradiation,"Gamma Ray",1981,7017213,7017213_4,"Journal of the National Cancer Institute",12.583
2680,BAG3,ionradiation,"Gamma Ray",1982,7059979,7059979_2,"Cancer research",9.329
2665,BAG3,ionradiation,"Gamma Ray",1996,8781515,8781515_5,"Biochemical pharmacology",5.009
2654,BAG3,ionradiation,"Radiation, Ionizing",2006,16751067,16751067_3,"International journal of radiation oncology, biology, physics",4.258
2657,BAG3,ionradiation,"Radiation, Ionizing",1991,1944832,1944832_4,Neurosurgery,3.62
2655,BAG3,ionradiation,"Radiation, Ionizing",2014,25391658,25391658_2,"The Journal of biological chemistry",4.573
2656,BAG3,ionradiation,"Radiation, Ionizing",1978,275009,275009_2,"The Bulletin of Tokyo Medical and Dental University",0
2653,BAG3,ionradiation,"Radiation, Ionizing",1980,6966264,6966264_2,"International journal of radiation biology and related studies in physics, chemistry, and medicine",0
2658,BAG3,ionradiation,"Radiation, Ionizing",1995,7479021,7479021_9,"Nucleic acids research",9.112
410,BAK1,ionradiation,"Gamma Ray",2004,15298726,15298726_4,"Cancer science",3.523
415,BAK1,ionradiation,"Gamma Ray",2006,17068116,17068116_9,"American journal of physiology. Gastrointestinal and liver physiology",3.798
417,BAK1,ionradiation,"Gamma Ray",2008,18252892,18252892_5,Diabetes,8.095
416,BAK1,ionradiation,"Gamma Ray",2009,19185578,19185578_11,Gastroenterology,16.716
411,BAK1,ionradiation,"Gamma Ray",2009,19381065,19381065_1,"Experimental &amp; molecular medicine",3.446
413,BAK1,ionradiation,"Gamma Ray",2009,19381065,19381065_7,"Experimental &amp; molecular medicine",3.446
412,BAK1,ionradiation,"Gamma Ray",2009,19381065,19381065_9,"Experimental &amp; molecular medicine",3.446
414,BAK1,ionradiation,"Gamma Ray",2011,21344158,21344158_4,"International journal of oncology",3.025
409,BAK1,ionradiation,"Gamma Ray",2013,23869974,23869974_7,"Free radical research",0
404,BAK1,ionradiation,"Radiation, Ionizing",2003,14499626,14499626_1,"Experimental cell research",3.246
401,BAK1,ionradiation,"Radiation, Ionizing",2006,16410245,16410245_1,"The Journal of biological chemistry",4.573
